diary_name,strain,strains_company,light_watt,nutrients,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,likes,comments,views,bud_dry_weight,bud_wet_weight
floo_critical,Critical,Royal Queen Seeds,150 watt,"BioBizz,Atami,PLAGRON.,Bio Nova,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,",6.46,9,1,13,5,718,0.92,2.4
Sweet seeds:Red mandarine,Red Mandarine F1 Fast Version®,Sweet Seeds,465 watt,"BioBizz,Plant Magic,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,",Custom,7,2,7,5,342,,
aieti auto,Aieti Auto,Caucasian Seeds,,,,"Soil Grow Medium,",,"LST,",,9,1,1,1,69,0.39,
Glookies '21,Glookies,Barney'S Farm,640 watt,,Manual,"Soil Grow Medium,",Peat Pellet,,Custom,20,1,52,48,2112,9.03,38.8
RHCookies - ViparSpectra,Red Hot Cookies,Sweet Seeds,200 watt,"PLAGRON.,Canna,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,",5.38,15,1,14,10,955,,7.05
Lemon Skunk // ViparSpectra,Lemon Skunk,Green House Seed Co.,200 watt,"PLAGRON.,Canna,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,",5.38,14,1,7,8,796,,8.82
"Koshercookies, Somango,Lemon haze Farm",Somango,Custom Breeder & Strain,680 watt,"General Hydroponics (GHE),Advanced Nutrients,",Manual,"Soil Grow Medium,",,"Topping,Defoliation,",,16,,4,4,501,,
NL#5 x haze,Northern Lights #5 x Haze,Sensi Seeds,720 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,ScrOG,",10.76,15,5,5,0,714,29.28,68.43
The Demon Slayer,The Demon Slayer GGG,Custom Breeder & Strain,890 watt,"Green House Feeding,",Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Expanded Clay Grow Medium,Coco Coir Grow Medium,",Paper Towel,"LST,Main-Lining,Defoliation,FIMing,Topping,",,15,1,15,2,389,2.4,
Sweet Cherry Pie - ViparSpectra,Sweet Cherry Pie,Sweet Seeds,300 watt,"PLAGRON.,Canna,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,",5.38,14,1,6,6,489,1.74,6.7
Grow 3,Auto California Kush,00seeds,480 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,",Paper Towel,,,12,2,11,9,482,,14
New York Diesel auto,New york diesel auto,Custom Breeder & Strain,300 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",Paper Towel,"Topping,LST,",21.53,12,1,135,89,567,4.41,18.1
Jack 47 // ViparSpectra,Jack 47®,Sweet Seeds,200 watt,"PLAGRON.,Canna,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,",5.38,14,1,6,5,518,1.45,7.76
Franco gives energy // ViparSpectra,Franco's Lemon Cheese,Green House Seed Co.,200 watt,"PLAGRON.,Canna,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,",5.38,14,1,6,17,783,1.27,5.29
Ru Runtz - ViparSpectra,Runtz,Zamnesia Seeds,200 watt,"PLAGRON.,Canna,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,",5.38,14,1,3,5,332,1.66,8.11
Black 1:1 - ViparSpectra,Black Jack CBD®,Sweet Seeds,300 watt,"PLAGRON.,Canna,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,",5.38,14,1,16,8,338,1.66,9.52
Politropicanna - Viparspectra,Tropicanna Poison F1 Fast Version,Sweet Seeds,200 watt,"PLAGRON.,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,",10.76,13,2,5,5,518,2.65,12.35
KING's Kush 1:1 // ViparSpectra,King's Kush CBD,Green House Seed Co.,200 watt,"PLAGRON.,Canna,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,",10.76,14,2,4,5,322,1.67,8.11
My Gurl - Viparspectra,Gorilla Girl F1 Fast Version,Sweet Seeds,200 watt,"PLAGRON.,Canna,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,",10.76,13,1,6,3,495,1.76,7.05
Fastbuds Portakal Şerbeti Oto,Orange Sherbet Auto,Fast Buds,450 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Expanded Clay Grow Medium,",Directly In Substrate,"Topping,ScrOG,Defoliation,",10.76,12,1,50,13,1855,,0.06
Peyote Cookies by Kloud 9,Peyote Cookies,Barney'S Farm,"LED / 0W X420 Targeted,LED / 0W X420 Targeted,","Advanced Nutrients,",Manual,"AC Infinity Cloudlab 743D Advance Grow Tent 4x3 (48"" X 36"" X 72""),",Other,,34.45,2,1,14,13,303,3.53,3.53
Rawkus Runtz by Kloud 9,Rawkus Runtz,Holy Smoke Seeds,"LED / 0W X420 Targeted,LED / 0W X420 Targeted,","Advanced Nutrients,",Manual,"AC Infinity Cloudlab 743D Advance Grow Tent 4x3 (48"" X 36"" X 72""),Soil Grow Medium,",Other,"LST,HST,Defoliation,",49.21,5,1,9,5,198,2.7,2.7
Pink Gasoline by Kloud 9,Pink Gasoline,Perfect Tree,"LED / 0W X420 Targeted,LED / 0W X420 Targeted,","Advanced Nutrients,",Manual,"AC Infinity Cloudlab 743D Advance Grow Tent 4x3 (48"" X 36"" X 72""),",Other,"LST,HST,Defoliation,",49.21,5,2,10,5,776,5.84,5.84
Cherry Pie,Cherry Pie,MSNL,200 watt,"BIOCANNA,BioBizz,RQS Organic Nutrients,Canna,",Manual,"Soil Grow Medium,",Peat Pellet,"Defoliation,LST,",1.94,13,1,35,34,627,3.03,
420 fust bud blueberry,Blueberry Auto,Fast Buds,"LED / 50W Custom,","BioBizz,PLAGRON.,Real Growers,Fox Farm,Advanced Nutrients,",,"Soil Grow Medium,",Paper Towel,"plant transplantation,TRANSPLANTATION,Defoliation,LST,",,13,,29,9,815,,
Purple Ryder - Doc'sChoice,Purple Ryder,Doctor'S Choice,,"Organics Nutrients,Green Buzz Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,,,FLOWERING,,80,32,461,,
AMS - B&B ft. MarsHydro,A.M.S.,Green House Seed Co.,300 watt,"PLAGRON.,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",,"Topping,",10.76,14,1,39,20,360,1.86,8.47
Poligamy 2 Brides - B&B ft.MarsHydro,Chemical Bride,Green House Seed Co.,300 watt,"PLAGRON.,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",,"Topping,",10.76,14,2,46,14,357,2.12,12.35
MarsHydro TS-1000 * GorillaZkittlez auto,Gorilla Zkittlez Auto,Barney'S Farm,100 watt,"Canna,Advanced Nutrients,BioBizz,Green House Feeding,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,Dolomite Grow Medium,Bat guano Grow Medium,ReGrow mychorizie Grow Medium,Terre de diatomées Grow Medium,Perlite Grow Medium,",Peat Pellet,"Bud topping,Topping,LST,Defoliation,",3.88,14,1,106,37,1630,3.88,
Franco's the III - B&B Ft.MarsHydro,Franco's Lemon Cheese,Green House Seed Co.,300 watt,"PLAGRON.,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",,"Topping,",10.76,14,1,43,11,604,2.07,8.32
Rhino Ryder three free seeds Fastbud,Rhino Ryder Auto,Fast Buds,,"PLAGRON.,",Manual,"Soil Grow Medium,",,"Defoliation,",,10,,4,5,351,,
Ontario Outdoor '21,Pineapple Chunk,Barney'S Farm,,"StepWell Soil Inc,",Manual,"KIS blended Soil Grow Medium,Amended Stepwell Super Soil Grow Medium,",,"Topping,",,30,1,135,77,5350,12.01,49.38
Wildberry Runtz (remix),Wildberry runtz,Custom Breeder & Strain,200 watt,,Manual,"Soil Grow Medium,",Paper Towel,"LST,",,17,,38,25,1317,,
Northern Lights Auto,Northern Lights Auto,Cannabiorganic Genetics,250 watt,"Advanced Nutrients,",Hydroponics,"Mineral Wool Grow Medium,",Rockwool Cube,"LST,Defoliation,",10.76,14,1,11,6,398,,3.39
Mandanga #10 Gorila”,Cañamo - Mandanga #10,Custom Breeder & Strain,,,Manual,,Glass Of Water,"FIMing,SoG,",,21,,34,8,256,,
Testing ️,Pink Gasoline,Perfect Tree,,,Manual,,Glass Of Water,"SoG,",,21,,43,16,611,,
Sour Tangie mini hunt,Sour Tangie,Garden Of Green,"LED / 240W Custom,LED / 240W Custom,","Real Growers,Down To Earth,Dr. Earth,BuildASoil,",Manual,"CoolGrows GT 48x24x60,Soil Grow Medium,",Directly In Substrate,,,FLOWERING,,32,12,609,,
Northern lights auto #fastbuds,Northern Lights Auto,Fast Buds,300 watt,"Cellmax,Advanced Nutrients,",Hydroponics,,Paper Towel,"LST,Topping,",Custom,11,1,28,10,1009,,15.45
Forbidden runtz dwc,Forbidden Runtz Auto,Fast Buds,300 watt,"Fish Head Farms,True Plant Science (TPS),Advanced Nutrients,Element Nutrients,Blue Planet Nutrients,",Hydroponics,"CoolGrows GT 24x24x55,Expanded Clay Grow Medium,",Rockwool Cube,"LST,Defoliation,",32.29,12,1,47,20,1142,2.93,
mendocino skunk,Mendocino Skunk,Paradise Seeds,400 watt,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,,10.76,11,1,0,1,337,2.23,
Iggy pot sour Diesel auto,Sour Diesel Auto,207 Genetics,"LED / 100W SF-1000,","Fox Farm,Botanicare,BioBizz,",Manual,"Soil Grow Medium,",Peat Pellet,"SoG,",6.56,11,,11,14,463,,18.2
Tiny c99xblueberry fast,C99 x Blueberry Fast version,207 Genetics,300 watt,"Fox Farm,Botanicare,BioBizz,Advanced Nutrients,Plant Success (Plant Revolution),",Manual,"Soil Grow Medium,",,"HST,Topping,Defoliation,ScrOG,",6.56,13,,4,4,270,,19.75
My 1st Grow Sweet +Speed,+ Speed Auto®,Sweet Seeds,450 watt,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Peat Pellet,,8.2,9,1,11,9,1125,,0.78
Wedding glue,Wedding Glue Auto,Fast Buds,240 watt,"General Hydroponics (GHE),PLAGRON.,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,LST,Defoliation,ScrOG,",7.75,12,1,22,8,630,,3.03
Zkittles,Zkittlez,Zkittlez,660 watt,"Aurora Innovations (Roots Organics),Fox Farm,GreenGro,Oregon’s Only (Nectar for the Gods),Botanicare,",Manual,"Coco Coir Grow Medium,",Paper Towel,"ScrOG,Topping,LST,Defoliation,",65.62,13,5,9,5,494,,
Larry Bird Kush by Zamnesia,Larry Bird Kush,Zamnesia Seeds,"LED / 480W FC 4800,","Advanced Nutrients,Canna,Growth Technology,Atami,Grotek,",Manual,"Coco Coir Grow Medium,",Paper Towel,"HST,Main-Lining,Topping,LST,Defoliation,",,26,1,39,32,600,,35.27
Gorilla's and Rhino's,Gorilla Cookies Auto,Fast Buds,240 watt,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"LST,Defoliation,",,9,,53,21,955,,
Orange Sherbet 100x100,Orange Sherbet Auto,Fast Buds,300 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Topping,LST,ScrOG,Defoliation,",10.76,10,1,53,19,2704,9.88,
bochi,Bochi Auto,Caucasian Seeds,,"FloraFlex,",Manual,"Soil Grow Medium,",,"LST,",,9,1,0,1,169,0.74,
Pyramid,Lennon,Pyramid Seeds,620 watt,"B.A.C.,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"ScrOG,Topping,",,14,,46,37,996,,
Black Gorilla FC4800 Mars Hydro,Black Gorilla,Custom Breeder & Strain,480 watt,"Fox Farm,Mammoth Microbes,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,Defoliation,",13.12,18,1,581,212,2587,11.8,39.8
Organic Purple Chem Auto,Roc Bud Inc Genetics - Purple Chem Auto,Custom Breeder & Strain,100 watt,"Impello Biosciences,Plant Success (Plant Revolution),",Manual,"Home Made Autoflower Living Soil Grow Medium,",Directly In Substrate,"Defoliation,LST,",26.25,11,4,97,41,850,,8.7
Lemon Orange - B&B ft.MarsHydro,Lemon Orange,Green House Seed Co.,300 watt,"PLAGRON.,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",,"FIMing,Topping,",10.76,14,2,70,15,2100,5.64,18.34
FullGas! - B&B ft.MarsHydro,FullGas,Green House Seed Co.,300 watt,"PLAGRON.,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",,"Topping,",10.76,14,1,43,11,1661,4.01,15.87
Stress killer RSQ,Stress Killer Automatic CBD,Royal Queen Seeds,150 watt,"Hesi,",Manual,"Soil Grow Medium,",,"LST,",,12,,19,9,608,,
The Sweetest Cherry Pie,Sweet Cherry Pie,Sweet Seeds,245 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,Defoliation,",6.46,13,1,42,5,636,5.4,26.1
Seedstockers Bruce Banner Auto,Bruce Banner,Seedstockers,100 watt,"Living Soils,",Drip,"Soil Grow Medium,",Glass Of Water,"Topping,ScrOG,Defoliation,",,14,,16,17,1020,,
Gorilla girl XL auto Sweet seeds,Gorilla Girl XL Auto,Sweet Seeds,1200 watt,"Fox Farm,",Manual,,Directly In Substrate,"Defoliation,Topping,",2.15,9,1,6,8,447,,14.46
Purple Punch by Tastebudz,Purple Punch Auto,Tastebudz Genetics,,,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,",,,,11,1,3,0,177,,
Mulled and Twisted by Twisted Trees,Mulled & Twisted,Twisted Tree Autoflowers,"LED / 250W Custom,","Botanicare,Greenleaf Nutrients,Real Growers,",Manual,"Perlite Grow Medium,Coco Coir Grow Medium,MG Performance Organics Grow Medium,",Rockwool Cube,"Topping,",,11,1,29,6,939,,3.35
Twisted Menagerie by Twisted Trees,Twisted Menagerie,Twisted Tree Autoflowers,"LED / 250W Custom,","Botanicare,Greenleaf Nutrients,",Manual,"Perlite Grow Medium,Coco Coir Grow Medium,MG Performance Organics soil Grow Medium,Recycled coco mix Grow Medium,",Rockwool Cube,,,12,1,25,8,598,,3.88
Lemon OG by Twisted Trees,Lemon OG,Twisted Tree Autoflowers,"LED / 250W Custom,","Botanicare,Greenleaf Nutrients,",Manual,"Perlite Grow Medium,Coco Coir Grow Medium,MG Performance Organics Soil Grow Medium,Recycled coco mix Grow Medium,",Rockwool Cube,"Topping,",,11,1,25,8,562,,3.46
24oz Twisted Cookies (solo cup grow),Twisted Cookies,Twisted Tree Autoflowers,"LED / 60W Custom,","Botanicare,Greenleaf Nutrients,Real Growers,Mammoth Microbes,",Manual,"Perlite Grow Medium,Promix Grow Medium,",,,,11,1,18,9,490,,0.85
Outlier Z,Outlier Z Auto,Night Owl Seeds,650 watt,"FloraFlex,South Cascade Organics,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,",,,,11,1,44,10,825,,1980
MUTANT ChemPie (Ripper Seeds),ChemPie,Ripper Seeds,300 watt,"BioBizz,Real Growers,",Manual,"Soil Grow Medium,",Directly In Substrate,,,3,,4,5,144,,
Robinhood seeds Wildberry sour,Robinhood seeds Wildberry sour,Custom Breeder & Strain,650 watt,"Fox Farm,Xtreme Gardening,",Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,ScrOG,Topping,LST,",4,20,1,19,8,962,,9
Blueberry auto,Blueberry auto,Custom Breeder & Strain,140 watt,"Dr. Earth,Fish Head Farms,",Manual,"Soil Grow Medium,",Directly In Substrate,"Topping,Removed lower branches,LST,Defoliation,",12,16,1,19,10,544,0.75,
Exotic genetix Fritter glitter,Fritter Glitter,Exotic Genetix,650 watt,"Fox Farm,Xtreme Gardening,",Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,ScrOG,Topping,LST,",4,20,1,32,19,1643,,3
Critical Kush vs CampaCavallo,Critical Kush,Barney'S Farm,250 watt,"BioBizz,Advanced Nutrients,General Hydroponics (GHE),",Manual,"Soil Grow Medium,",Other,"FIMing,ScrOG,",,14,,15,2,456,,
BOCHI AUTO,Bochi Auto,Caucasian Seeds,480 watt,"General Hydroponics (GHE),",Manual,"Gorilla Soil Grow Medium,Gorilla Coco Grow Medium,",,"Defoliation,LST,",6.46,10,1,119,7,358,8.4,32.98
Candyfloss(exposed root bonsai) by Silky,Candyfloss,Amsterdam Genetics,240 watt,,Manual,"Soil Grow Medium,",,"HST,Defoliation,LST,",3.23,16,1,49,13,404,,0.78
Fatkid’s cake by Silky,Fatkid’s Cake,Amsterdam Genetics,240 watt,,Manual,"Soil Grow Medium,",Other,"Topping,Defoliation,LST,HST,",4.84,17,1,55,17,754,,15.94
My first grow: Gorilla cookies,Dankseeds Gorilla cookies,Custom Breeder & Strain,100 watt,,Manual,"Soil Grow Medium,",,,Custom,14,1,3,3,95,,2
Sweet seeds_Black cream auto,Black Cream Auto®,Sweet Seeds,,"BioBizz,Espoma,",Manual,"Soil Grow Medium,",Directly In Substrate,"LST,Defoliation,",,8,1,16,9,579,0.71,0.71
Kosher cake,Kosher Cake Auto,Fast Buds,1200 watt,"Living Soils,BuildASoil,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Soil Grow Medium,Worm castings Grow Medium,",Paper Towel,"LST,Topping,Defoliation,",Custom,13,1,20,8,341,,0.88
Cindy 99 Auto,Cinderella 99,Growers Choice Seeds,300 watt,"FloraFlex,",Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,LST,",,8,,9,11,356,,
Divine Seeds - Auto Big Demon,Auto Big Demon,Divine Seeds,680 watt,,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,Soil Grow Medium,Other Grow Medium,",Paper Towel,"Defoliation,",15.5,12,1,16,2,391,2.05,2.12
Fog Dog Auto,Fog Dog,Custom Breeder & Strain,300 watt,"FloraFlex,Real Growers,",Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Coco Coir Grow Medium,Perlite Grow Medium,Soil Grow Medium,",Paper Towel,"Topping,LST,Super Crop,",,8,1,14,14,420,,
2022 Strain hunter seeds,Francos Lemon Cheese,Strain Hunters,480 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Soil Grow Medium,",,"Defoliation,Topping,LST,",,16,1,18,8,1199,,40.04
"White Widow, first grow, 2x2",White Widow (fem),ILGM,190 watt,"J.R. Peters, Inc.,General Hydroponics (GHE),",Manual,"Peat Grow Medium,Vermiculite Grow Medium,Lime Grow Medium,Gypsum Grow Medium,",Glass Of Water,"Defoliation,Repotting,Main-Lining,LST,Topping,Transplant,",13.12,20,4,51,16,1920,3.53,22.68
Strawberry banna @420fastbuds,Strawberry Banana Auto,Fast Buds,"LED / 1500W King Plus 1500W,",,Manual,,,,,7,1,9,20,285,,1.38
Gorilla Rainbow- by kek.0,Gorilla Rainbow,BSF Seeds,,"Namaste Nutrientes,",Manual,"Other Grow Medium,",,"ScrOG,LST,SoG,Defoliation,Topping,",,10,1,15,12,674,,15.87
Malasaña Gelato - Exotic Seed,Malasana Gelato,Exotic Seed,150 watt,"Advanced Nutrients,Green Buzz Nutrients,Mills Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",Directly In Substrate,"Defoliation,",,15,1,342,201,1845,4.27,14
(Fastbuds Gorilla Cookies Auto),Gorilla Cookies Auto,Fast Buds,960 watt,"Canna,Advanced Nutrients,Atami,",,"Coco Coir Grow Medium,Expanded Clay Grow Medium,",Directly In Substrate,"LST,ScrOG,Defoliation,",31,12,4,62,26,2941,,388.01
Aurelia,AK-420 Automatic,Zamnesia Seeds,,,Drip,"Soil Grow Medium,Gravel Grow Medium,",,,,9,1,25,21,320,,3
ZAMYSTYLE TWO,Do-Si-Dos Automatic,Zamnesia Seeds,240 watt,"Green House Feeding,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"SoG,",10.76,12,3,39,17,1111,8.15,129.49
RQS Medical Mass CBD,Medical Mass,Royal Queen Seeds,300 watt,,Hydroponics,"Expanded Clay Grow Medium,Soil Grow Medium,",Peat Pellet,"Defoliation,Topping,LST,",39.37,21,1,11,4,436,,1.94
First indoor grow,Sour Diesel Autoflower,ILGM,100 watt,"Fox Farm,",Manual,"Soil Grow Medium,",Paper Towel,,131.23,18,2,28,13,434,,2.7
Gloria,Girl Scout Cookies Auto,Fast Buds,,,Drip,"Soil Grow Medium,Gravel Grow Medium,",,"Defoliation,",,9,1,33,31,429,1.38,10.76
CBD fix auto: 1st grow,CBD Fix Automatic,Zamnesia Seeds,,"PLAGRON.,BioBizz,",Manual,"Soil Grow Medium,Expanded Clay Grow Medium,",Peat Pellet,"LST,",,10,1,9,11,325,0.53,1.76
Fastbus Blueberry,Blueberry Auto,Fast Buds,,"Canna,Green House Feeding,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,",,12,1,32,16,467,,0.25
G-Tools,Sticky Beast Automatic,Zamnesia Seeds,"LED / 200W SF-2000,",,Manual,"Soil Grow Medium,",,,10.76,9,1,0,2,200,,10.23
Bubble Runtz auto,Bubble Runtz Auto,Tastebudz Genetics,150 watt,"Plant Magic,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,",52.49,9,1,12,3,831,,3
ILGM Nyc diesel/Ethos crescendo×headband,NYC Diesel,ILGM,4000 watt,"Real Growers,Botanicare,Cold War Organics,Element Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Other Grow Medium,",,"ScrOG,LST,Topping,Main-Lining,",13.12,20,1,26,14,807,,4
ILGM maui waui org. vs syn.,Maui Wowie,ILGM,400 watt,"Real Growers,Nature's Living Soil,Botanicare,Cold War Organics,Miracle-Gro,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,"HST,LST,Topping,ScrOG,Defoliation,Main-Lining,",13.12,20,24,32,16,1028,,8
Green poison sweet seeds,Green Poison Fast Version®,Sweet Seeds,300 watt,"Fish Head Farms,Advanced Nutrients,",Manual,"HP pro mix with micoryzea Grow Medium,",Glass Of Water,"Loli popping,ScrOG,Removed scrog,Topping,LST,Transplant,Defoliation,HST,",Custom,18,4,20,15,654,,
Crystal Meth,Crystal METH,Fast Buds,150 watt,"Plant Magic,",Manual,"Perlite Grow Medium,Soil Grow Medium,",,"LST,Defoliation,",52.49,10,1,24,16,853,,2
Mimosa Cake,Mimosa Cake Auto,Fast Buds,150 watt,"Green House Feeding,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,LST,",52.49,9,1,21,16,802,,2
Forbidden runtz Dwc,Forbidden Runtz Auto,Fast Buds,220 watt,"Advanced Nutrients,",Hydroponics,"Mineral Wool Grow Medium,Expanded Clay Grow Medium,",Rockwool Cube,"LST,Defoliation,",215.28,13,10,58,39,1208,7.05,20.46
Strawberry pie #2,Strawberry Pie Auto,Fast Buds,200 watt,,Manual,,Glass Of Water,"LST,Defoliation,",,13,,96,27,670,,
Blue Diesel Auto,Blue Diesel Autoflower,Sonoma Seeds,300 watt,,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,Patience,",8,11,3,57,10,326,7.8,2
pirkush auto,PirKush Auto,Caucasian Seeds,,"J.R. Peters, Inc.,",Manual,"Soil Grow Medium,",,"LST,",,10,1,0,0,138,2.29,
2nd grow,Auto Blue Ace CBD,Delicious Seeds,675 watt,"Plant Magic,Vitalink,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,LST,",Custom,11,,18,11,1262,,
Fastbuds Mimosa Cake - 1st attempt,Mimosa Cake Auto,Fast Buds,600 watt,"BioBizz,Dutchpro USA,Terpinator,Emerald Harvest,Atami,",,"Biobizz Lightmix Grow Medium,",Glass Of Water,"Topping,LST,Main-Lining,Defoliation,",6.46,10,2,33,10,716,,23
Outdoor terraza 1er cultivo,amnesia granel eurogrow,Custom Breeder & Strain,,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,,,14,1,9,4,386,,
GMO Fuel × Lemon Blanco Califrosty,Carburant OGM × citron Blanco,Custom Breeder & Strain,110 watt,,Manual,"Soil Grow Medium,",,"LST,Defoliation,",3.23,14,1,10,8,148,,
Holy f**k boys! It's a samsquanch!,Samsquanch OG,Mephisto Genetics,150 watt,"PLAGRON.,Botanicare,BioBizz,",Hydroponics,"Expanded Clay Grow Medium,Coco Coir Grow Medium,",Paper Towel,"DWC,LST,ScrOG,",5.27,11,1,18,4,859,3.53,
Viparspectra P2000 / Gorilla SFV OG,Expert Seeds - Gorilla SFV OG,Custom Breeder & Strain,200 watt,,Manual,"Soil Grow Medium,",Paper Towel,"Main-Lining,Topping,HST,Defoliation,",49.21,15,2,48,14,563,3.6,17.24
"Indoor tent autos, Miracle-gro",Amnesia Auto,Seedsman,600 watt,"General Hydroponics (GHE),",Manual,"Soil Grow Medium,Soil Grow Medium,",Paper Towel,"Defoliation,Topping,LST,ScrOG,",13.12,21,1,22,6,824,,
Criminal +,Criminal +,Ripper Seeds,"LED / 150W KING 1000W Quantum,",,,"Soil Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,",,14,1,14,12,483,,
Gelato Auto .. Gorilla Cookies Auto,Gelato Auto,Fast Buds,600 watt,"Canna,BioBizz,Advanced Nutrients,",Manual,"Coco Coir Grow Medium,",Paper Towel,"LST,",10.76,9,1,21,8,790,,
Special Queen & Afghani Gold 70$ 120W,Special Queen #1,Royal Queen Seeds,120 watt,"Canna,Grotek,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,LST,ScrOG,Defoliation,",Custom,13,1,48,13,1490,1.02,3.35
